Datetime,Open,High,Low,Close,Adj Close,Volume
2022-02-09 09:30:00+08:00,3448.959716796875,3465.091796875,3444.084716796875,3465.0048828125,3465.0048828125,1713808512
2022-02-09 10:30:00+08:00,3465.044677734375,3467.787841796875,3453.476806640625,3467.037353515625,3467.037353515625,0
2022-02-09 11:30:00+08:00,3467.0048828125,3467.0048828125,3466.365234375,3466.365234375,3466.365234375,16867900
2022-02-09 12:30:00+08:00,3466.740478515625,3481.48828125,3466.740478515625,3479.2724609375,3479.2724609375,3084023600
2022-02-09 13:30:00+08:00,3479.16455078125,3480.896484375,3469.91650390625,3480.6337890625,3480.6337890625,0
2022-02-09 14:30:00+08:00,3481.05224609375,3484.6953125,3478.322998046875,3481.23779296875,3481.23779296875,0
2022-02-10 09:30:00+08:00,3481.626708984375,3483.78955078125,3469.13916015625,3476.64501953125,3476.64501953125,2639561812
2022-02-10 10:30:00+08:00,3476.558349609375,3488.612060546875,3472.92431640625,3476.34326171875,3476.34326171875,0
2022-02-10 11:30:00+08:00,3476.97998046875,3476.97998046875,3476.33642578125,3476.46240234375,3476.46240234375,27687300
2022-02-10 12:30:00+08:00,3476.115478515625,3479.614990234375,3467.33056640625,3469.61962890625,3469.61962890625,3101019100
2022-02-10 13:30:00+08:00,3470.322509765625,3479.619873046875,3464.216796875,3479.619873046875,3479.619873046875,0
2022-02-10 14:30:00+08:00,3480.295166015625,3485.434814453125,3478.239990234375,3484.7158203125,3484.7158203125,0
2022-02-11 09:30:00+08:00,3472.275634765625,3495.457275390625,3466.465087890625,3477.1484375,3477.1484375,2462131112
2022-02-11 10:30:00+08:00,3476.928955078125,3500.00341796875,3471.463134765625,3498.03271484375,3498.03271484375,0
2022-02-11 11:30:00+08:00,3497.99755859375,3498.125732421875,3497.70849609375,3497.70849609375,3497.70849609375,37457300
2022-02-11 12:30:00+08:00,3497.70849609375,3498.330322265625,3481.413330078125,3481.775390625,3481.775390625,3303643600
2022-02-11 13:30:00+08:00,3481.578857421875,3483.54541015625,3461.32958984375,3462.939697265625,3462.939697265625,0
2022-02-11 14:30:00+08:00,3462.19140625,3469.081787109375,3459.487060546875,3462.73779296875,3462.73779296875,0
2022-02-14 09:30:00+08:00,3451.8466796875,3457.264404296875,3435.525634765625,3442.106201171875,3442.106201171875,1299955412
2022-02-14 10:30:00+08:00,3441.701904296875,3449.677978515625,3437.50341796875,3442.070068359375,3442.070068359375,1393810704
2022-02-14 11:30:00+08:00,3441.337158203125,3441.8505859375,3441.22998046875,3441.22998046875,3441.22998046875,18586300
2022-02-14 12:30:00+08:00,3441.22998046875,3443.59326171875,3429.73486328125,3437.66455078125,3437.66455078125,0
2022-02-14 13:30:00+08:00,3438.0849609375,3438.0849609375,3420.248291015625,3422.18896484375,3422.18896484375,465675804
2022-02-14 14:30:00+08:00,3422.162353515625,3428.237060546875,3415.4462890625,3428.237060546875,3428.237060546875,0
2022-02-15 09:30:00+08:00,3428.791748046875,3445.877685546875,3421.640380859375,3440.939697265625,3440.939697265625,2282655408
2022-02-15 10:30:00+08:00,3440.756591796875,3445.44921875,3435.944580078125,3442.42578125,3442.42578125,1036672004
2022-02-15 11:30:00+08:00,3441.83447265625,3442.51220703125,3441.83447265625,3442.51220703125,3442.51220703125,15704300
2022-02-15 12:30:00+08:00,3441.75830078125,3441.75830078125,3429.84375,3434.989990234375,3434.989990234375,0
2022-02-15 13:30:00+08:00,3434.809326171875,3438.57275390625,3425.606201171875,3433.635986328125,3433.635986328125,619212604
2022-02-15 14:30:00+08:00,3433.861572265625,3447.49169921875,3433.861572265625,3447.49169921875,3447.49169921875,0
2022-02-16 09:30:00+08:00,3457.2421875,3474.7998046875,3453.8037109375,3469.909423828125,3469.909423828125,311043112
2022-02-16 10:30:00+08:00,3470.347412109375,3472.660888671875,3464.9580078125,3469.7333984375,3469.7333984375,54560304
2022-02-16 11:30:00+08:00,3469.708984375,3469.8515625,3469.57958984375,3469.8515625,3469.8515625,16118200
2022-02-16 12:30:00+08:00,3469.799072265625,3470.986328125,3463.059814453125,3463.64013671875,3463.64013671875,2192021700
2022-02-16 13:30:00+08:00,3463.718017578125,3467.733154296875,3456.4208984375,3457.882080078125,3457.882080078125,0
2022-02-16 14:30:00+08:00,3457.6083984375,3466.744140625,3457.6083984375,3466.633056640625,3466.633056640625,0
2022-02-17 09:30:00+08:00,3462.569091796875,3471.17138671875,3454.4375,3463.676025390625,3463.676025390625,2632086008
