time,top_tier_volume_quote,top_tier_volume_base,top_tier_volume_total,cccagg_volume_quote,cccagg_volume_base,cccagg_volume_total,total_volume_quote,total_volume_base,total_volume_total,volume,high,low,open,close,volumefrom,volumeto
2022-02-07 21:00:00,102149356.85,285404769.86,387554126.71,84578372.34,218346350.91,302924723.25,218517921.07,7076864576.63,7295382497.7,35282.12,44129.42,43935.9,44081.16,43992.35,682.1,30041041.46
2022-02-07 22:00:00,105065980.65,337129619.66,442195158.09,84771384.7,254237208.61,339008593.32,216844350.36,6998907130.18,7215751480.55,33488.91,44223.19,43891.39,43992.35,44221.55,727.62,32051283.7
2022-02-07 23:00:00,156956757.06,444141046.5,601097803.55,130864798.95,318025770.84,448890569.79,316194795.19,6595790236.59,6911985031.78,47403.34,44410.74,44130.02,44221.55,44408.82,866.25,38326871.42
2022-02-08 00:00:00,133623682.63,748926620.41,882550303.04,106024841.32,554109314.92,660134156.24,267718956.06,7646208929.19,7913928334.38,51523.87,45025.85,44271.72,44408.82,44913.41,2712.13,121243963.45
2022-02-08 01:00:00,208731048.21,1308537632.92,1517268681.13,165550710.23,1008954841.52,1174505551.75,404634126.94,8776702657.86,9181336336.41,86282.7,45483.65,44579.26,44913.41,44838.93,3734.7,168396591.62
2022-02-08 02:00:00,130182785.01,408978072.92,539160857.93,106112783.09,323973244.5,430086027.59,260804757.74,3330210055.38,3591014813.12,40976.69,44964.79,44660.85,44838.93,44906.72,1058.25,47445514.66
2022-02-08 03:00:00,225216968.08,979948808.64,1205165776.71,182467671.19,741621269.32,924088500.1,434040106.87,2394536241.6,2828576348.47,82333.79,44962.08,43913.53,44906.72,44041.02,2704.41,119694118.76
2022-02-08 04:00:00,178691721.13,1058358797.26,1237050518.38,145423704.64,805518624.43,950942329.08,349182954.75,2548026110.09,2897209064.84,73127.06,44218.77,43586.24,44041.02,43885.73,2603.72,114370915.24
2022-02-08 05:00:00,106002644.64,558552903.24,664555108.91,84871912.05,418670499.98,503542412.03,210406119.01,1481928209.66,1692334328.67,41482.53,43963.0,43625.93,43885.73,43897.07,1413.02,61873428.69
2022-02-08 06:00:00,111979645.87,366975006.06,478954211.68,91785245.35,267857348.66,359642153.76,226850872.79,1169659502.19,1396509934.73,36183.49,44092.29,43760.96,43897.07,44025.29,971.1,42657356.0
2022-02-08 07:00:00,135682742.96,734018722.64,869701900.53,107243945.53,561202185.63,668446131.16,267173690.34,1982690171.53,2249864296.79,53051.7,44025.29,43179.52,44025.29,43492.38,2767.16,120273602.94
2022-02-08 08:00:00,97729370.54,569965593.68,667694527.59,74037547.47,427632145.11,501669692.58,195260512.37,1543887664.6,1739148613.6,37986.3,43671.28,43268.46,43492.38,43662.71,1511.47,65719427.02
2022-02-08 09:00:00,91103137.33,494622694.04,585725831.37,68774843.51,349565110.59,418339954.1,182426094.56,1364525065.74,1546951160.3,35217.5,43889.21,43578.89,43662.71,43615.06,1641.46,71765733.08
2022-02-08 10:00:00,120786802.31,831620897.14,952407699.45,91331548.53,626025017.1,717357000.43,237357760.56,2108944255.64,2346302016.2,56105.44,43615.54,42965.09,43615.06,43480.24,3438.96,148774292.44
2022-02-08 11:00:00,103811896.07,677963649.82,781775545.89,77565135.93,493447444.67,571012580.6,208325261.7,2351174800.98,2559500062.68,43379.81,43751.02,42976.65,43480.24,43061.36,2695.77,117082706.77
2022-02-08 12:00:00,114691083.86,785345623.95,900037137.81,89094284.79,580376006.66,669470291.45,233946728.11,6605487366.76,6839434094.87,47810.01,43221.2,42704.39,43061.36,43001.04,3479.42,149534601.19
2022-02-08 13:00:00,84916788.39,364788427.48,449705215.87,65110986.76,267445211.68,332556198.44,177329524.03,6469369401.17,6646698925.2,30506.22,43295.05,42902.61,43001.04,43015.88,1289.23,55574461.62
2022-02-08 14:00:00,89237681.49,416071486.23,505309598.15,67264854.41,316675746.42,383940600.83,182237718.39,7261366179.44,7443603897.83,33829.58,43162.3,42748.63,43015.88,43042.62,1579.38,67855911.16
2022-02-08 15:00:00,141428025.76,859238657.48,1000666683.24,101007802.78,649193591.53,750200951.25,274299357.35,8263833088.88,8538132446.23,54960.99,44368.02,42983.19,43042.62,44305.36,3395.85,148880529.03
2022-02-08 16:00:00,92045793.1,543985421.52,636030772.24,69266263.11,417803733.23,487069996.34,192052234.09,7479232413.38,7671284205.08,39506.13,44428.65,43954.94,44305.36,44238.11,2008.36,88777331.57
2022-02-08 17:00:00,92450788.88,239953865.44,332404654.31,72662402.88,175013339.93,247675301.68,193087076.56,6677806764.53,6870893399.96,25801.5,44299.68,43930.54,44238.11,44112.41,702.25,30983085.4
2022-02-08 18:00:00,101301846.18,263480101.28,364781947.45,81477693.81,196078952.99,277556206.0,211255738.3,6342444262.94,6553700001.24,31823.34,44341.91,44043.81,44112.41,44080.12,770.44,34030186.4
2022-02-08 19:00:00,107105399.83,306888165.19,413993565.03,83860651.76,233026816.65,316887468.42,219328267.31,6359611771.2,6578939595.59,35067.54,44356.25,44002.35,44080.12,44291.74,711.92,31449541.41
2022-02-08 20:00:00,80894677.42,334693331.92,415588009.33,66293071.81,247010385.13,313303456.94,176272869.23,7021538591.49,7197811460.72,27731.41,44292.55,43851.45,44291.74,43900.08,996.13,43895968.79
2022-02-08 21:00:00,123130621.04,537153874.96,660284496.0,96511066.63,389291029.75,485802530.15,246293774.77,6984191071.23,7230484846.01,39837.53,43955.48,43185.63,43900.08,43376.93,2031.77,88299679.1
2022-02-08 22:00:00,67013151.17,254874867.1,321887584.45,53217219.09,189166648.59,242383867.68,146071334.08,6083364860.59,6229435760.85,21425.35,43528.19,43299.45,43376.93,43382.07,672.0,29176929.14
2022-02-08 23:00:00,76048048.15,217290639.97,293338688.13,57644941.64,161957342.53,219602284.17,158110112.32,6518252433.2,6676362545.52,21229.57,43609.61,43365.79,43382.07,43501.02,586.31,25511741.73
2022-02-09 00:00:00,102055659.89,426549046.26,528604706.14,73838672.99,298080991.97,371919664.96,200961461.81,6649611022.83,6850572484.64,31722.18,43777.0,43167.21,43501.02,43620.8,1282.66,55750815.48
2022-02-09 01:00:00,79113604.61,298379068.7,377492673.3,59203122.94,214932173.54,274135296.48,159123344.9,6445093985.58,6604217330.48,25068.45,43849.3,43576.56,43620.8,43735.27,569.69,24900928.21
2022-02-09 02:00:00,74234267.8,317382693.64,391616522.95,57363680.42,237970259.64,295333940.06,150086575.51,6611860057.57,6761946194.59,26145.17,43920.54,43458.99,43735.27,43849.32,764.53,33368471.06
2022-02-09 03:00:00,96195783.77,467232195.29,563427979.06,73646916.83,346394754.62,420041671.45,189039280.35,7251998179.91,7441037460.26,33240.06,43963.08,43227.56,43849.32,43445.92,1384.98,60259722.48
2022-02-09 04:00:00,87645738.95,282236313.01,369882051.96,66695808.03,205348998.66,272044806.69,180763584.93,6272727591.9,6453491176.83,26918.61,43683.28,43347.61,43445.92,43408.75,676.12,29427774.54
2022-02-09 05:00:00,104697985.22,293856787.73,398554772.94,81159016.41,216553363.55,297712379.96,206865287.99,2092019034.44,2298884322.43,31534.82,43759.95,43403.87,43408.75,43639.98,760.78,33162982.01
2022-02-09 06:00:00,103712032.45,378093351.58,481804946.35,83126398.03,285666544.68,368792942.7,210281588.16,1141787782.44,1352069370.6,34048.13,43857.87,43423.52,43639.98,43766.63,1105.7,48296888.81
2022-02-09 07:00:00,155048494.12,591537930.52,746585982.92,112768524.46,443114772.18,555883296.64,290032808.82,1614516896.7,1904549705.52,51284.69,44365.54,43677.61,43766.63,44171.85,1694.36,74605372.14
2022-02-09 08:00:00,136489652.97,533945365.61,670435018.58,106383749.76,396840866.65,503224616.41,267758832.46,1491419344.4,1759178176.86,47801.59,44479.01,43912.21,44171.85,43980.4,1419.02,62751536.94
2022-02-09 09:00:00,117993465.98,452604787.73,570598253.71,93935559.74,332853507.23,426789066.97,235547588.71,1339897548.27,1575445136.98,39831.2,44296.16,43832.65,43980.4,44155.1,1542.7,68009449.47
2022-02-09 10:00:00,99077349.88,431369977.25,530447766.2,80728635.48,316192387.87,396921462.42,203732638.7,1291343793.89,1495076432.59,36849.59,44229.92,43836.04,44155.1,43906.95,1441.55,63451940.68
2022-02-09 11:00:00,104877142.22,525696239.62,630573381.84,85003440.26,367263929.51,452267369.76,217463016.27,1442480229.05,1659943245.32,39428.55,44173.09,43670.96,43906.95,44125.54,1502.61,65985020.59
2022-02-09 12:00:00,83105047.58,356541614.3,439646661.88,70733593.67,257413840.16,328147433.82,184113152.16,1137464941.93,1321578094.09,31226.2,44350.79,44030.62,44125.54,44108.15,1300.63,57474362.75
2022-02-09 13:00:00,77856737.59,237914987.57,315772167.2,63938340.61,173121748.75,237060089.36,170823602.03,895546094.2,1066370138.27,24408.98,44211.05,43953.15,44108.15,44203.63,1067.41,47038684.22
2022-02-09 14:00:00,116704877.85,585192161.34,701897039.19,96899472.29,435059736.27,531959208.56,244245600.78,1632357636.46,1876603237.24,43958.23,44733.7,44181.49,44203.63,44509.53,1997.72,88922103.43
2022-02-09 15:00:00,92177156.37,424665584.76,516843189.07,74511182.0,315062993.29,389574175.29,198835493.45,1279455696.7,1478291190.15,33251.02,44849.9,44405.56,44509.53,44793.16,1466.84,65513669.56
2022-02-09 16:00:00,67542363.51,278878252.78,346420616.3,60432032.08,212848915.11,273281392.2,161901330.01,4789287938.18,4951189268.19,26684.52,44811.38,44483.17,44793.16,44500.76,1047.03,46761780.93
2022-02-09 17:00:00,63801761.3,266105120.61,329907327.98,53298908.94,199448474.83,252747383.77,148846985.65,6615440022.32,6764287007.97,23670.62,44636.25,44257.85,44500.76,44607.57,967.87,43037479.46
2022-02-09 18:00:00,72381356.87,218349708.38,290730621.02,62691387.51,161818890.03,224510277.54,165985314.76,6796517765.32,6962503080.08,24861.0,44627.55,44297.45,44607.57,44422.91,470.94,20929432.85
