time,zero_balance_addresses_all_time,unique_addresses_all_time,new_addresses,active_addresses,transaction_count,transaction_count_all_time,large_transaction_count,average_transaction_value,block_height,hashrate,difficulty,block_time,block_size,current_supply
2023-12-31,1208566008,1260239163,520477,793703,731351,945895268,10324,0.788347639775744,823785,563388691.974459,72006146478567.1,548.935483870968,1699324,19586162
2024-01-01,1209011515,1260677996,438833,845486,657752,946553020,10881,0.807423086515252,823940,570570524.396329,72006146478567.1,542.025974025974,1653640,19587131
2024-01-02,1209430552,1261015016,337020,876861,367319,946920339,16266,2.31202332894016,824071,474197086.133422,72006146478567.1,652.184615384615,1718455,19587950
2024-01-03,1209905026,1261459768,444752,958234,502749,947423088,16505,1.70935418069526,824229,569760909.481685,72006146478567.1,542.796178343949,1771465,19588925
2024-01-04,1210418281,1261903449,443681,1025456,482557,947905645,23909,2.18515318663534,824399,610166283.078719,72006146478567.1,506.852071005917,1782401,19590862
2024-01-05,1210757361,1262353015,449566,868879,420884,948326529,21811,1.86775676641706,824537,495105801.397484,72006146478567.1,624.642335766423,1774551,19590862
2024-01-06,1211129456,1262733871,380856,815325,382140,948708669,12529,1.47317089033828,824677,516762943.478951,73146570446682.0,607.942446043165,1847959,19591737
2024-01-07,1211444647,1263061133,327262,726494,348688,949057357,12117,1.64662732934979,824795,427590633.576697,73197634206448.3,735.239316239316,1776827,19592475
2024-01-08,1211796454,1263458576,397443,809278,414359,949471716,17243,2.04586810153893,824918,450075527.441087,73197634206448.3,698.508196721311,1650238,19593243
2024-01-09,1212240152,1263864629,406053,935495,468088,949939804,20396,2.43849276854115,825070,558923378.202501,73197634206448.3,562.476821192053,1754116,19594193
2024-01-10,1212618496,1264253504,388875,856843,383774,950323578,19983,3.42514632872451,825203,495502695.499548,73197634206448.3,634.469696969697,1792414,19595031
2024-01-11,1213037304,1264680966,427462,968663,449075,950772653,20082,2.56507869233026,825376,630905032.792013,73197634206448.3,498.302325581395,1576814,19596106
2024-01-12,1213519347,1265053946,372980,998633,375872,951148525,18624,3.85568681053494,825544,618372746.843239,73197634206448.3,508.40119760479,1649432,19598150
2024-01-13,1213923998,1265587324,533378,848148,652483,951801008,13297,1.08874004739198,825703,581942315.943579,73197634206448.3,540.227848101266,1733099,19598150
2024-01-14,1214299719,1266042797,455473,711613,591806,952392814,11354,0.854828645863087,825831,467533707.145142,73197634206448.3,672.425196850394,1743322,19599662
2024-01-15,1214688297,1266412626,369829,799151,408499,952801313,15746,1.73136902323071,825945,418513539.558964,73197634206448.3,751.185840707965,1730983,19599662
2024-01-16,1215082298,1266802947,390321,777712,470122,953271435,15445,1.96023282374603,826070,461346278.507403,73197634206448.3,681.443548387097,1705319,19601200
2024-01-17,1215496852,1267267852,464905,843100,449415,953720850,21194,2.69710771223043,826191,443634297.694583,73197634206448.3,708.65,1718500,19601200
2024-01-18,1215994156,1267759973,492121,936785,484017,954204867,21008,2.34647683191549,826333,518963470.001388,73197634206448.3,605.787234042554,1747136,19602087
2024-01-19,1216399196,1268210704,450731,854201,460763,954665630,17146,2.04843352222429,826465,496814916.317144,73197634206448.3,632.793893129771,1668630,19602925
2024-01-20,1216896866,1268766247,555543,911943,563331,955228961,13885,0.944256744841186,826608,511653685.926964,72219650984228.1,606.232394366197,1692320,19603812
2024-01-21,1217406397,1269339435,573188,878379,600202,955829163,12427,0.949065149793536,826748,501266601.366623,70343519904866.8,602.719424460432,1691078,19604681
2024-01-22,1217953418,1269762205,422770,983112,457620,956286783,15935,2.40636270126004,826908,562672191.520036,70343519904866.8,536.943396226415,1701846,19605681
2024-01-23,1218373663,1270158219,396014,869624,368462,956655245,16817,2.64702841689127,827062,536406579.332405,70343519904866.8,563.235294117647,1537962,19606643
2024-01-24,1218816713,1270519081,360862,893063,372499,957027744,15843,2.97937429019509,827212,521457053.378536,70343519904866.8,579.382550335571,1758379,19607581
2024-01-25,1219442622,1270889534,370453,1102828,340188,957367932,15749,2.97290619772708,827393,635840439.924317,70343519904866.8,475.155555555556,1671776,19608712
2024-01-26,1219874554,1271357319,467785,908781,493218,957861150,16121,2.16610232644616,827545,536258589.65366,70343519904866.8,563.390728476821,1631785,19609662
2024-01-27,1220437505,1271890239,532920,979299,597446,958458596,12501,1.07931846198697,827716,600916450.855586,70343519904866.8,502.770588235294,1740003,19610737
2024-01-28,1220919822,1272439562,549323,899984,636523,959095119,11298,0.71224988066681,827876,557273995.415732,70343519904866.8,542.14465408805,1777822,19611731
2024-01-29,1221467016,1272938304,498742,963016,575203,959670322,15834,1.59035632044934,828032,578343891.132922,70343519904866.8,522.393548387097,1720092,19612712
2024-01-30,1221933646,1273419466,481162,916025,523509,960193831,17724,2.16207388070125,828176,502519433.773009,70343519904866.8,601.216783216783,1692841,19613681
2024-01-31,1222369886,1273832392,412926,876782,444450,960638281,15836,3.06999560141024,828307,470692631.760611,70343519904866.8,641.869230769231,1678990,19614425
2024-02-01,1222812231,1274273417,441025,948860,413272,961051553,18704,2.37092626626624,828460,539975000.076347,70343519904866.8,559.513157894737,1710286,19615393
2024-02-02,1223219432,1274717785,444368,932784,429732,961481285,16653,1.99029475250807,828648,685525458.960861,72346611061723.1,453.267379679144,1702339,19616556
2024-02-03,1223639763,1275198039,480254,818423,515539,961996824,11289,1.15995606153461,828799,582147300.250968,75502165623893.7,557.04,1690524,19617500
2024-02-04,1223983051,1275539201,341162,807380,336211,962333035,11182,1.61728030680269,828954,592529955.129828,75502165623893.7,547.279220779221,1582979,19618475
2024-02-05,1224343437,1275853721,314520,854077,281482,962614517,15452,3.01412679608007,829110,583656105.34881,75502165623893.7,555.6,1413415,19619443
2024-02-06,1224711928,1276161888,308167,861174,278093,962892610,15565,3.35115984651671,829280,640538665.353024,75502165623893.7,506.260355029586,1384202,19620506
2024-02-07,1225170907,1276592723,430835,909344,427538,963320148,15557,1.97707815699575,829440,606022729.301316,75502165623893.7,535.094339622642,1574571,19621506
2024-02-08,1225510839,1276916050,323327,817557,285101,963605249,16788,3.36851807314141,829578,531790001.341335,75502165623893.7,609.788321167883,1523349,19622368
2024-02-09,1225970116,1277290497,374447,963041,334084,963939333,19438,3.12748529692383,829744,626329655.402759,75502165623893.7,517.745454545454,1593128,19623406
2024-02-10,1226443714,1277714553,424056,962140,399252,964338585,14422,1.57500706381008,829896,570349075.18551,75502165623893.7,568.562913907285,1620540,19624356
2024-02-11,1226840676,1278074276,359723,856030,329938,964668523,13814,1.93149119365417,830033,525881368.063683,75502165623893.7,616.639705882353,1799000,19625225
